x,y,z,distance
162.7411007,-33.67394844,-787,921.0198429
162.7762812,-33.67231601,-799,924.27433
162.8114617,-33.67068357,-811,927.528817
162.8466422,-33.66905114,-824,930.7833041
162.8818226,-33.6674187,-832,934.0377912
162.9170031,-33.66578626,-834,937.2922783
162.9521836,-33.66415383,-835,940.5467653
162.9873641,-33.66252139,-843,943.8012524
163.0225445,-33.66088895,-859,947.0557395
163.057725,-33.65925652,-881,950.3102266
163.0929055,-33.65762408,-891,953.5647136
163.128086,-33.65599165,-895,956.8192007
163.1632665,-33.65435921,-831,960.0736878
163.1984469,-33.65272677,-759,963.3281749
163.2336274,-33.65109434,-745,966.582662
163.2688079,-33.6494619,-776,969.837149
163.3039884,-33.64782946,-837,973.0916361
163.3391689,-33.64619703,-870,976.3461232
163.3743493,-33.64456459,-914,979.6006103
163.4095298,-33.64293216,-976,982.8550973
163.4447103,-33.64129972,-985,986.1095844
163.4798908,-33.63966728,-967,989.3640715
163.5150713,-33.63803485,-953,992.6185586
163.5502517,-33.63640241,-946,995.8730457
163.5854322,-33.63476997,-940,999.1275327
163.6206127,-33.63313754,-936,1002.38202
163.6557932,-33.6315051,-945,1005.636507
163.6909736,-33.62987266,-941,1008.890994
163.7261541,-33.62824023,-1005,1012.145481
163.7613346,-33.62660779,-1071,1015.399968
163.7965151,-33.62497536,-1175,1018.654455
163.8316956,-33.62334292,-1222,1021.908942
163.866876,-33.62171048,-1238,1025.163429
163.9020565,-33.62007805,-1237,1028.417916
163.937237,-33.61844561,-1260,1031.672404
163.9724175,-33.61681317,-1365,1034.926891
164.007598,-33.61518074,-1486,1038.181378
164.0427784,-33.6135483,-1572,1041.435865
164.0779589,-33.61191587,-1610,1044.690352
164.1131394,-33.61028343,-1680,1047.944839
164.1483199,-33.60865099,-1747,1051.199326
164.1835004,-33.60701856,-1812,1054.453813
164.2186808,-33.60538612,-1849,1057.7083
164.2538613,-33.60375368,-1925,1060.962787
164.2890418,-33.60212125,-2028,1064.217274
164.3242223,-33.60048881,-2156,1067.471761
164.3594027,-33.59885637,-2283,1070.726248
164.3945832,-33.59722394,-2343,1073.980736
164.4297637,-33.5955915,-2469,1077.235223
164.4649442,-33.59395907,-2610,1080.48971
164.5001247,-33.59232663,-2739,1083.744197
164.5353051,-33.59069419,-2778,1086.998684
164.5704856,-33.58906176,-2775,1090.253171
164.6056661,-33.58742932,-2699,1093.507658
164.6408466,-33.58579688,-2666,1096.762145
164.6760271,-33.58416445,-2689,1100.016632
164.7112075,-33.58253201,-2772,1103.271119
164.746388,-33.58089958,-2859,1106.525606
164.7815685,-33.57926714,-2880,1109.780093
164.816749,-33.5776347,-2879,1113.03458
164.8519295,-33.57600227,-2900,1116.289068
164.8871099,-33.57436983,-2953,1119.543555
164.9222904,-33.57273739,-2993,1122.798042
164.9574709,-33.57110496,-3003,1126.052529
164.9926514,-33.56947252,-3023,1129.307016
165.0278318,-33.56784009,-3043,1132.561503
165.0630123,-33.56620765,-3035,1135.81599
165.0981928,-33.56457521,-3037,1139.070477
165.1333733,-33.56294278,-3044,1142.324964
165.1685538,-33.56131034,-3052,1145.579451
165.2037342,-33.5596779,-3054,1148.833938
165.2389147,-33.55804547,-3056,1152.088425
165.2740952,-33.55641303,-3062,1155.342912
165.3092757,-33.55478059,-3068,1158.5974
165.3444562,-33.55314816,-3069,1161.851887
165.3796366,-33.55151572,-3071,1165.106374
165.4148171,-33.54988329,-3073,1168.360861
165.4499976,-33.54825085,-3073,1171.615348
165.4851781,-33.54661841,-3073,1174.869835
165.5203586,-33.54498598,-3073,1178.124322
165.555539,-33.54335354,-3072,1181.378809
165.5907195,-33.5417211,-3072,1184.633296
165.6259,-33.54008867,-3072,1187.887783
165.6610805,-33.53845623,-3071,1191.14227
165.6962609,-33.5368238,-3067,1194.396757
165.7314414,-33.53519136,-3051,1197.651244
165.7666219,-33.53355892,-3025,1200.905732
165.8018024,-33.53192649,-3012,1204.160219
165.8369829,-33.53029405,-2986,1207.414706
165.8721633,-33.52866161,-2986,1210.669193
165.9073438,-33.52702918,-2960,1213.92368
165.9425243,-33.52539674,-2932,1217.178167
165.9777048,-33.5237643,-2918,1220.432654
166.0128853,-33.52213187,-2891,1223.687141
166.0480657,-33.52049943,-2862,1226.941628
166.0832462,-33.518867,-2832,1230.196115
166.1184267,-33.51723456,-2818,1233.450602
166.1536072,-33.51560212,-2785,1236.705089
166.1887877,-33.51396969,-2748,1239.959576
166.2239681,-33.51233725,-2726,1243.214064
166.2591486,-33.51070481,-2733,1246.468551
166.2943291,-33.50907238,-2812,1249.723038
166.3295096,-33.50743994,-2860,1252.977525
166.36469,-33.50580751,-2845,1256.232012
166.3998705,-33.50417507,-2826,1259.486499
166.435051,-33.50254263,-2785,1262.740986
166.4702315,-33.5009102,-2769,1265.995473
166.505412,-33.49927776,-2769,1269.24996
166.5405924,-33.49764532,-2694,1272.504447
166.5757729,-33.49601289,-2608,1275.758934
166.6109534,-33.49438045,-2528,1279.013421
166.6461339,-33.49274801,-2396,1282.267908
166.6813144,-33.49111558,-2233,1285.522396
166.7164948,-33.48948314,-1867,1288.776883
166.7516753,-33.48785071,-1571,1292.03137
166.7868558,-33.48621827,-1382,1295.285857
166.8220363,-33.48458583,-1214,1298.540344
166.8572168,-33.4829534,-1168,1301.794831
166.8923972,-33.48132096,-1150,1305.049318
166.9275777,-33.47968852,-1142,1308.303805
166.9627582,-33.47805609,-1115,1311.558292
166.9979387,-33.47642365,-1067,1314.812779
167.0331191,-33.47479122,-1011,1318.067266
167.0682996,-33.47315878,-975,1321.321753
167.1034801,-33.47152634,-871,1324.57624
167.1386606,-33.46989391,-801,1327.830728
167.1738411,-33.46826147,-799,1331.085215
167.2090215,-33.46662903,-888,1334.339702
167.244202,-33.4649966,-983,1337.594189
167.2793825,-33.46336416,-1154,1340.848676
167.314563,-33.46173173,-1334,1344.103163
167.3497435,-33.46009929,-1416,1347.35765
167.3849239,-33.45846685,-1478,1350.612137
167.4201044,-33.45683442,-1576,1353.866624
167.4552849,-33.45520198,-1552,1357.121111
167.4904654,-33.45356954,-1502,1360.375598
167.5256459,-33.45193711,-1425,1363.630085
167.5608263,-33.45030467,-1210,1366.884572
167.5960068,-33.44867223,-1014,1370.13906
167.6311873,-33.4470398,-963,1373.393547
167.6663678,-33.44540736,-1024,1376.648034
167.7015482,-33.44377493,-1305,1379.902521
167.7367287,-33.44214249,-1305,1383.157008
167.7719092,-33.44051005,-1439,1386.411495
167.8070897,-33.43887762,-1479,1389.665982
167.8422702,-33.43724518,-1525,1392.920469
167.8774506,-33.43561274,-1617,1396.174956
167.9126311,-33.43398031,-1805,1399.429443
167.9478116,-33.43234787,-1947,1402.68393
167.9829921,-33.43071544,-2014,1405.938417
168.0181726,-33.429083,-2018,1409.192904
168.053353,-33.42745056,-2025,1412.447392
168.0885335,-33.42581813,-1958,1415.701879
168.123714,-33.42418569,-1961,1418.956366
168.1588945,-33.42255325,-1961,1422.210853
168.194075,-33.42092082,-1959,1425.46534
168.2292554,-33.41928838,-1981,1428.719827
168.2644359,-33.41765594,-1986,1431.974314
168.2996164,-33.41602351,-1951,1435.228801
168.3347969,-33.41439107,-1905,1438.483288
168.3699773,-33.41275864,-1863,1441.737775
168.4051578,-33.4111262,-1839,1444.992262
168.4403383,-33.40949376,-1808,1448.246749
168.4755188,-33.40786133,-1812,1451.501236
168.5106993,-33.40622889,-1838,1454.755724
168.5458797,-33.40459645,-1909,1458.010211
168.5810602,-33.40296402,-1970,1461.264698
168.6162407,-33.40133158,-2012,1464.519185
168.6514212,-33.39969915,-2016,1467.773672
168.6866017,-33.39806671,-2019,1471.028159
168.7217821,-33.39643427,-2035,1474.282646
168.7569626,-33.39480184,-2055,1477.537133
168.7921431,-33.3931694,-2041,1480.79162
168.8273236,-33.39153696,-2058,1484.046107
168.8625041,-33.38990453,-1998,1487.300594
168.8976845,-33.38827209,-1889,1490.555081
168.932865,-33.38663965,-1782,1493.809568
168.9680455,-33.38500722,-1751,1497.064056
169.003226,-33.38337478,-1762,1500.318543
169.0384064,-33.38174235,-1850,1503.57303
169.0735869,-33.38010991,-1934,1506.827517
169.1087674,-33.37847747,-1950,1510.082004
169.1439479,-33.37684504,-1957,1513.336491
169.1791284,-33.3752126,-1971,1516.590978
169.2143088,-33.37358016,-1996,1519.845465
169.2494893,-33.37194773,-2009,1523.099952
169.2846698,-33.37031529,-2017,1526.354439
169.3198503,-33.36868286,-2002,1529.608926
169.3550308,-33.36705042,-2026,1532.863413
169.3902112,-33.36541798,-2026,1536.1179
169.4253917,-33.36378555,-2058,1539.372388
169.4605722,-33.36215311,-2106,1542.626875
169.4957527,-33.36052067,-2087,1545.881362
169.5309332,-33.35888824,-1993,1549.135849
169.5661136,-33.3572558,-1930,1552.390336
169.6012941,-33.35562337,-1745,1555.644823
169.6364746,-33.35399093,-1656,1558.89931
169.6716551,-33.35235849,-1569,1562.153797
169.7068355,-33.35072606,-1519,1565.408284
169.742016,-33.34909362,-1395,1568.662771
169.7771965,-33.34746118,-1260,1571.917258
169.812377,-33.34582875,-1116,1575.171745
169.8475575,-33.34419631,-1036,1578.426232
169.8827379,-33.34256387,-885,1581.68072
169.9179184,-33.34093144,-812,1584.935207
169.9530989,-33.339299,-752,1588.189694
169.9882794,-33.33766657,-734,1591.444181
170.0234599,-33.33603413,-717,1594.698668
170.0586403,-33.33440169,-871,1597.953155
170.0938208,-33.33276926,-649,1601.207642
170.1290013,-33.33113682,-640,1604.462129
170.1641818,-33.32950438,-621,1607.716616
170.1993623,-33.32787195,-603,1610.971103
170.2345427,-33.32623951,-506,1614.22559
170.2697232,-33.32460708,-481,1617.480077
170.3049037,-33.32297464,-1545,1620.734564
